year,sex,age,suicides_no
2004,1,15,0.0
2004,0,15,0.0
2005,1,15,0.0
2005,0,15,0.0
2006,1,15,0.0
2006,0,15,0.0
2007,1,15,0.0
2007,0,15,0.0
2008,1,15,0.0
2008,0,15,0.0
2009,1,15,0.0
2009,0,15,0.0
2010,1,15,0.0
2010,0,15,0.0
2011,1,15,0.0
2011,0,15,0.0
2012,1,15,0.0
2012,0,15,0.0
2014,1,15,0.0
2014,0,15,0.0
2015,1,15,0.0
2015,0,15,0.0
1979,1,15,0.0
1979,0,15,0.0
1980,1,15,0.0
1980,0,15,0.0
1981,1,15,0.0
1981,0,15,0.0
1983,1,15,0.0
1983,0,15,0.0
1986,1,15,0.0
1986,0,15,0.0
1987,1,15,0.0
1987,0,15,2.0
1988,1,15,0.0
1988,0,15,1.0
1989,1,15,1.0
1989,0,15,1.0
1990,1,15,0.0
1990,0,15,1.0
1991,1,15,0.0
1991,0,15,1.0
1992,1,15,0.0
1992,0,15,3.0
1993,1,15,0.0
1993,0,15,0.0
1994,1,15,2.0
1994,0,15,2.0
1995,1,15,0.0
1995,0,15,2.0
1996,1,15,0.0
1996,0,15,2.0
1997,1,15,0.0
1997,0,15,2.0
1998,1,15,0.0
1998,0,15,0.0
1999,1,15,1.0
1999,0,15,1.0
2000,1,15,0.0
2000,0,15,0.0
2001,1,15,0.0
2001,0,15,2.0
2002,1,15,1.0
2002,0,15,2.0
2003,1,15,2.0
2003,0,15,1.0
2004,1,15,0.0
2004,0,15,0.0
2005,1,15,0.0
2005,0,15,1.0
2006,1,15,0.0
2006,0,15,0.0
2008,1,15,0.0
2008,0,15,0.0
2009,1,15,0.0
2009,0,15,3.0
2010,1,15,1.0
2010,0,15,0.0
2011,1,15,0.0
2011,0,15,0.0
2012,1,15,0.0
2012,0,15,1.0
2013,1,15,0.0
2013,0,15,2.0
2014,1,15,1.0
2014,0,15,1.0
2005,1,15,0.0
2005,0,15,0.0
2006,1,15,0.0
2006,0,15,1.0
2008,1,15,0.0
2008,0,15,0.0
2009,1,15,0.0
2009,0,15,0.0
2010,1,15,0.0
2010,0,15,0.0
1982,1,15,0.0
1982,0,15,0.0
1983,1,15,0.0
1983,0,15,0.0
1984,1,15,0.0
1984,0,15,0.0
1985,1,15,0.0
1985,0,15,0.0
1986,1,15,0.0
1986,0,15,0.0
1987,1,15,0.0
1987,0,15,0.0
1990,1,15,0.0
1990,0,15,0.0
1995,1,15,0.0
1995,0,15,1.0
1996,1,15,0.0
1996,0,15,1.0
1997,1,15,0.0
1997,0,15,1.0
1998,1,15,0.0
1998,0,15,0.0
1999,1,15,0.0
1999,0,15,0.0
2000,1,15,0.0
2000,0,15,2.0
2001,1,15,0.0
2001,0,15,0.0
2002,1,15,0.0
2002,0,15,1.0
2003,1,15,0.0
2003,0,15,0.0
2004,1,15,0.0
2004,0,15,0.0
2005,1,15,0.0
2005,0,15,4.0
2006,1,15,0.0
2006,0,15,1.0
2007,1,15,0.0
2007,0,15,3.0
2008,1,15,0.0
2008,0,15,0.0
2009,1,15,0.0
2009,0,15,0.0
2010,1,15,0.0
2010,0,15,0.0
2011,1,15,0.0
2011,0,15,1.0
2012,1,15,1.0
2012,0,15,2.0
2013,1,15,0.0
2013,0,15,0.0
2014,1,15,0.0
2014,0,15,0.0
2015,1,15,0.0
2015,0,15,1.0
1995,1,15,0.0
1995,0,15,0.0
1996,1,15,0.0
1996,0,15,0.0
1997,1,15,0.0
1997,0,15,0.0
1998,1,15,0.0
1998,0,15,1.0
1999,1,15,0.0
1999,0,15,0.0
2000,1,15,0.0
2000,0,15,0.0
2002,1,15,0.0
2002,0,15,1.0
2005,1,15,0.0
2005,0,15,0.0
2011,1,15,142.0
2011,0,15,142.0
2012,1,15,142.0
2012,0,15,142.0
2013,1,15,142.0
2013,0,15,142.0
2014,1,15,142.0
2014,0,15,142.0
2015,1,15,142.0
2015,0,15,142.0
1984,1,15,0.0
1984,0,15,1.0
1985,1,15,0.0
1985,0,15,0.0
1987,1,15,0.0
1987,0,15,0.0
2009,1,15,3.0
2009,0,15,18.0
2012,1,15,2.0
2012,0,15,8.0
1998,1,15,21.0
1998,0,15,68.0
1999,1,15,29.0
1999,0,15,85.0
2000,1,15,17.0
2000,0,15,83.0
2001,1,15,12.0
2001,0,15,71.0
2002,1,15,13.0
2002,0,15,69.0
2003,1,15,16.0
2003,0,15,64.0
2004,1,15,8.0
2004,0,15,55.0
2005,1,15,12.0
2005,0,15,45.0
2006,1,15,14.0
2006,0,15,52.0
2007,1,15,12.0
2007,0,15,60.0
2008,1,15,14.0
2008,0,15,41.0
2009,1,15,8.0
2009,0,15,38.0
2010,1,15,6.0
2010,0,15,29.0
2011,1,15,11.0
2011,0,15,28.0
2012,1,15,9.0
2012,0,15,33.0
2013,1,15,2.0
2013,0,15,29.0
2014,1,15,4.0
2014,0,15,32.0
2015,1,15,7.0
2015,0,15,27.0
1985,1,15,1.0
1985,0,15,3.0
1986,1,15,0.0
1986,0,15,0.0
1987,1,15,0.0
1987,0,15,0.0
2001,1,15,0.0
2001,0,15,0.0
2002,1,15,0.0
2002,0,15,1.0
2003,1,15,0.0
2003,0,15,1.0
2004,1,15,0.0
2004,0,15,1.0
2005,1,15,0.0
2005,0,15,1.0
2006,1,15,0.0
2006,0,15,1.0
2007,1,15,0.0
2007,0,15,0.0
2008,1,15,0.0
2008,0,15,1.0
2009,1,15,0.0
2009,0,15,0.0
2010,1,15,0.0
2010,0,15,0.0
2011,1,15,0.0
2011,0,15,1.0
2012,1,15,0.0
2012,0,15,0.0
2013,1,15,0.0
2013,0,15,1.0
2014,1,15,0.0
2014,0,15,1.0
2015,1,15,1.0
2015,0,15,1.0
1979,1,15,31.0
1979,0,15,22.0
1980,1,15,33.0
1980,0,15,27.0
1981,1,15,18.0
1981,0,15,16.0
1982,1,15,24.0
1982,0,15,24.0
1983,1,15,24.0
1983,0,15,28.0
1984,1,15,22.0
1984,0,15,14.0
1985,1,15,25.0
1985,0,15,27.0
1986,1,15,16.0
1986,0,15,31.0
1987,1,15,16.0
1987,0,15,21.0
1988,1,15,25.0
1988,0,15,31.0
1989,1,15,35.0
1989,0,15,32.0
1990,1,15,17.0
1990,0,15,31.0
1991,1,15,16.0
1991,0,15,25.0
1992,1,15,9.0
1992,0,15,21.0
1993,1,15,13.0
1993,0,15,19.0
1994,1,15,19.0
1994,0,15,24.0
1995,1,15,16.0
1995,0,15,23.0
1996,1,15,6.0
1996,0,15,20.0
1997,1,15,10.0
1997,0,15,15.0
1998,1,15,15.0
1998,0,15,22.0
1999,1,15,8.0
1999,0,15,15.0
2000,1,15,16.0
2000,0,15,14.0
2001,1,15,16.0
2001,0,15,21.0
2002,1,15,20.0
2002,0,15,15.0
2003,1,15,13.0
2003,0,15,24.0
2004,1,15,10.0
2004,0,15,13.0
2005,1,15,13.0
2005,0,15,16.0
2006,1,15,3.0
2006,0,15,15.0
2007,1,15,10.0
2007,0,15,24.0
2008,1,15,11.0
2008,0,15,9.0
2009,1,15,11.0
2009,0,15,21.0
2010,1,15,13.0
2010,0,15,7.0
2011,1,15,14.0
2011,0,15,12.0
2012,1,15,17.0
2012,0,15,19.0
2013,1,15,15.0
2013,0,15,30.0
2014,1,15,5.0
2014,0,15,20.0
2015,1,15,15.0
2015,0,15,19.0
1984,1,15,142.0
1984,0,15,142.0
1985,1,15,142.0
1985,0,15,142.0
1986,1,15,142.0
1986,0,15,142.0
1987,1,15,142.0
1987,0,15,142.0
1988,1,15,142.0
1988,0,15,142.0
1989,1,15,142.0
1989,0,15,142.0
1990,1,15,142.0
1990,0,15,142.0
1991,1,15,142.0
1991,0,15,142.0
1992,1,15,7.0
1992,0,15,54.0
1993,1,15,11.0
1993,0,15,52.0
1994,1,15,12.0
1994,0,15,66.0
1995,1,15,9.0
1995,0,15,58.0
1996,1,15,5.0
1996,0,15,62.0
1997,1,15,10.0
1997,0,15,46.0
1998,1,15,6.0
1998,0,15,68.0
1999,1,15,9.0
1999,0,15,58.0
2000,1,15,9.0
2000,0,15,66.0
2001,1,15,7.0
2001,0,15,61.0
2002,1,15,9.0
2002,0,15,52.0
2003,1,15,4.0
2003,0,15,52.0
2004,1,15,7.0
2004,0,15,54.0
2005,1,15,7.0
2005,0,15,57.0
2006,1,15,0.0
2006,0,15,0.0
2007,1,15,0.0
2007,0,15,0.0
2008,1,15,5.0
2008,0,15,42.0
2009,1,15,4.0
2009,0,15,40.0
2010,1,15,7.0
2010,0,15,42.0
2011,1,15,142.0
2011,0,15,142.0
2012,1,15,3.0
2012,0,15,41.0
2013,1,15,10.0
2013,0,15,39.0
2014,1,15,5.0
2014,0,15,30.0
1985,1,15,17.0
1985,0,15,42.0
1986,1,15,9.0
1986,0,15,39.0
1987,1,15,14.0
1987,0,15,45.0
1988,1,15,16.0
1988,0,15,31.0
1989,1,15,15.0
1989,0,15,51.0
1990,1,15,8.0
1990,0,15,28.0
1991,1,15,9.0
1991,0,15,39.0
1992,1,15,10.0
1992,0,15,42.0
1993,1,15,12.0
1993,0,15,54.0
1994,1,15,8.0
1994,0,15,43.0
1995,1,15,6.0
1995,0,15,51.0
1996,1,15,9.0
1996,0,15,33.0
1997,1,15,5.0
1997,0,15,40.0
1998,1,15,13.0
1998,0,15,59.0
1999,1,15,10.0
1999,0,15,35.0
2000,1,15,13.0
2000,0,15,33.0
2001,1,15,10.0
2001,0,15,36.0
2002,1,15,3.0
2002,0,15,25.0
2003,1,15,9.0
2003,0,15,35.0
2004,1,15,12.0
2004,0,15,30.0
2005,1,15,5.0
2005,0,15,29.0
2006,1,15,7.0
2006,0,15,21.0
2007,1,15,7.0
2007,0,15,15.0
2008,1,15,3.0
2008,0,15,28.0
2009,1,15,3.0
2009,0,15,18.0
2010,1,15,1.0
2010,0,15,25.0
2011,1,15,1.0
2011,0,15,21.0
2012,1,15,1.0
2012,0,15,20.0
2013,1,15,2.0
2013,0,15,23.0
2014,1,15,3.0
2014,0,15,16.0
2015,1,15,3.0
2015,0,15,14.0
1996,1,15,12.0
1996,0,15,27.0
1997,1,15,4.0
1997,0,15,24.0
1998,1,15,17.0
1998,0,15,35.0
1999,1,15,10.0
1999,0,15,58.0
2000,1,15,18.0
2000,0,15,41.0
2001,1,15,27.0
2001,0,15,86.0
2002,1,15,26.0
2002,0,15,55.0
2003,1,15,21.0
2003,0,15,50.0
2004,1,15,29.0
2004,0,15,71.0
2005,1,15,37.0
2005,0,15,84.0
2006,1,15,29.0
2006,0,15,98.0
2007,1,15,38.0
2007,0,15,92.0
2008,1,15,35.0
2008,0,15,92.0
2009,1,15,36.0
2009,0,15,77.0
2010,1,15,32.0
2010,0,15,56.0
2011,1,15,34.0
2011,0,15,77.0
2012,1,15,48.0
2012,0,15,107.0
2013,1,15,32.0
2013,0,15,119.0
2014,1,15,50.0
2014,0,15,126.0
2015,1,15,34.0
2015,0,15,90.0
1979,1,15,142.0
1979,0,15,142.0
1980,1,15,33.0
1980,0,15,134.0
1981,1,15,38.0
1981,0,15,159.0
1982,1,15,44.0
1982,0,15,140.0
1983,1,15,45.0
1983,0,15,174.0
1984,1,15,50.0
1984,0,15,196.0
1985,1,15,43.0
1985,0,15,176.0
1986,1,15,54.0
1986,0,15,227.0
1987,1,15,68.0
1987,0,15,216.0
1988,1,15,59.0
1988,0,15,284.0
1989,1,15,60.0
1989,0,15,284.0
1990,1,15,54.0
1990,0,15,240.0
1991,1,15,71.0
1991,0,15,238.0
1992,1,15,42.0
1992,0,15,225.0
1993,1,15,53.0
1993,0,15,246.0
1994,1,15,56.0
1994,0,15,253.0
1995,1,15,65.0
1995,0,15,287.0
1996,1,15,70.0
1996,0,15,278.0
1997,1,15,70.0
1997,0,15,257.0
1998,1,15,44.0
1998,0,15,249.0
1999,1,15,61.0
1999,0,15,218.0
2000,1,15,43.0
2000,0,15,229.0
2001,1,15,40.0
2001,0,15,194.0
2002,1,15,46.0
2002,0,15,196.0
2003,1,15,56.0
2003,0,15,191.0
2004,1,15,56.0
2004,0,15,175.0
2005,1,15,38.0
2005,0,15,164.0
2006,1,15,39.0
2006,0,15,153.0
2007,1,15,30.0
2007,0,15,114.0
2008,1,15,30.0
2008,0,15,138.0
2009,1,15,32.0
2009,0,15,139.0
2010,1,15,23.0
2010,0,15,99.0
2011,1,15,21.0
2011,0,15,93.0
2012,1,15,34.0
2012,0,15,120.0
2013,1,15,45.0
2013,0,15,131.0
2014,1,15,50.0
2014,0,15,136.0
2015,1,15,47.0
2015,0,15,109.0
1980,1,15,831.0
1980,0,15,1079.0
1981,1,15,942.0
1981,0,15,1174.0
1982,1,15,966.0
1982,0,15,1386.0
1983,1,15,1028.0
1983,0,15,1479.0
1984,1,15,1066.0
1984,0,15,1522.0
1985,1,15,943.0
1985,0,15,1432.0
1986,1,15,804.0
1986,0,15,1304.0
1996,1,15,500.0
1996,0,15,768.0
1997,1,15,623.0
1997,0,15,924.0
1998,1,15,522.0
1998,0,15,740.0
1999,1,15,536.0
1999,0,15,765.0
2000,1,15,504.0
2000,0,15,615.0
2001,1,15,394.0
2001,0,15,508.0
2002,1,15,335.0
2002,0,15,520.0
2003,1,15,358.0
2003,0,15,509.0
2006,1,15,333.0
2006,0,15,423.0
1979,1,15,9.0
1979,0,15,9.0
1980,1,15,6.0
1980,0,15,9.0
1981,1,15,9.0
1981,0,15,7.0
1982,1,15,14.0
1982,0,15,12.0
1984,1,15,11.0
1984,0,15,22.0
1985,1,15,7.0
1985,0,15,17.0
1986,1,15,6.0
1986,0,15,13.0
1987,1,15,8.0
1987,0,15,8.0
1988,1,15,10.0
1988,0,15,9.0
1989,1,15,3.0
1989,0,15,11.0
1990,1,15,2.0
1990,0,15,7.0
1991,1,15,9.0
1991,0,15,5.0
1992,1,15,6.0
1992,0,15,9.0
1995,1,15,5.0
1995,0,15,12.0
1996,1,15,1.0
1996,0,15,3.0
1997,1,15,2.0
1997,0,15,5.0
1998,1,15,1.0
1998,0,15,2.0
1999,1,15,8.0
1999,0,15,5.0
2000,1,15,3.0
2000,0,15,9.0
2001,1,15,1.0
2001,0,15,6.0
2002,1,15,4.0
2002,0,15,10.0
2003,1,15,3.0
2003,0,15,7.0
2004,1,15,6.0
2004,0,15,6.0
2005,1,15,2.0
2005,0,15,12.0
2006,1,15,11.0
2006,0,15,19.0
2007,1,15,10.0
2007,0,15,12.0
2008,1,15,14.0
2008,0,15,21.0
2009,1,15,9.0
2009,0,15,18.0
2010,1,15,10.0
2010,0,15,18.0
2011,1,15,12.0
2011,0,15,19.0
2012,1,15,9.0
2012,0,15,17.0
2013,1,15,12.0
2013,0,15,18.0
2014,1,15,8.0
2014,0,15,9.0
1979,1,15,142.0
1979,0,15,142.0
1980,1,15,142.0
1980,0,15,142.0
1981,1,15,142.0
1981,0,15,142.0
1982,1,15,142.0
1982,0,15,142.0
1983,1,15,142.0
1983,0,15,142.0
1984,1,15,142.0
1984,0,15,142.0
1985,1,15,142.0
1985,0,15,142.0
1986,1,15,142.0
1986,0,15,142.0
1987,1,15,32.0
1987,0,15,102.0
1988,1,15,34.0
1988,0,15,110.0
1989,1,15,48.0
1989,0,15,120.0
1990,1,15,30.0
1990,0,15,88.0
1991,1,15,28.0
1991,0,15,100.0
1992,1,15,37.0
1992,0,15,58.0
1993,1,15,36.0
1993,0,15,68.0
1994,1,15,19.0
1994,0,15,74.0
1995,1,15,28.0
1995,0,15,75.0
1996,1,15,24.0
1996,0,15,66.0
1997,1,15,34.0
1997,0,15,63.0
1998,1,15,28.0
1998,0,15,57.0
1999,1,15,32.0
1999,0,15,78.0
2000,1,15,26.0
2000,0,15,63.0
2001,1,15,18.0
2001,0,15,59.0
2002,1,15,23.0
2002,0,15,78.0
2003,1,15,35.0
2003,0,15,60.0
2004,1,15,32.0
2004,0,15,90.0
2005,1,15,36.0
2005,0,15,68.0
2006,1,15,51.0
2006,0,15,73.0
2007,1,15,35.0
2007,0,15,69.0
2008,1,15,40.0
2008,0,15,96.0
2009,1,15,43.0
2009,0,15,91.0
2010,1,15,31.0
2010,0,15,87.0
2011,1,15,36.0
2011,0,15,85.0
2012,1,15,34.0
2012,0,15,83.0
2013,1,15,48.0
2013,0,15,99.0
2014,1,15,36.0
2014,0,15,88.0
2015,1,15,38.0
2015,0,15,69.0
2016,1,15,36.0
2016,0,15,70.0
1979,1,15,142.0
1979,0,15,142.0
1980,1,15,142.0
1980,0,15,142.0
1981,1,15,142.0
1981,0,15,142.0
1982,1,15,142.0
1982,0,15,142.0
1983,1,15,142.0
1983,0,15,142.0
1984,1,15,142.0
1984,0,15,142.0
1985,1,15,142.0
1985,0,15,142.0
1986,1,15,142.0
1986,0,15,142.0
1987,1,15,142.0
1987,0,15,142.0
1988,1,15,142.0
1988,0,15,142.0
1989,1,15,142.0
1989,0,15,142.0
1990,1,15,142.0
1990,0,15,142.0
1991,1,15,142.0
1991,0,15,142.0
1992,1,15,142.0
1992,0,15,142.0
1993,1,15,142.0
1993,0,15,142.0
1994,1,15,142.0
1994,0,15,142.0
1995,1,15,28.0
1995,0,15,104.0
1996,1,15,23.0
1996,0,15,105.0
1997,1,15,23.0
1997,0,15,97.0
1998,1,15,23.0
1998,0,15,92.0
1999,1,15,21.0
1999,0,15,85.0
2000,1,15,20.0
2000,0,15,79.0
2001,1,15,21.0
2001,0,15,95.0
2002,1,15,28.0
2002,0,15,77.0
2003,1,15,21.0
2003,0,15,79.0
2004,1,15,21.0
2004,0,15,64.0
2005,1,15,23.0
2005,0,15,69.0
2006,1,15,23.0
2006,0,15,64.0
2007,1,15,36.0
2007,0,15,74.0
2008,1,15,29.0
2008,0,15,64.0
2009,1,15,20.0
2009,0,15,75.0
2010,1,15,15.0
2010,0,15,47.0
2011,1,15,15.0
2011,0,15,67.0
2012,1,15,10.0
2012,0,15,65.0
2013,1,15,17.0
2013,0,15,52.0
2014,1,15,14.0
2014,0,15,48.0
2015,1,15,20.0
2015,0,15,62.0
1980,1,15,1.0
1980,0,15,9.0
1981,1,15,3.0
1981,0,15,5.0
1984,1,15,1.0
1984,0,15,2.0
1985,1,15,0.0
1985,0,15,7.0
1998,1,15,3.0
1998,0,15,2.0
1999,1,15,2.0
1999,0,15,9.0
2000,1,15,1.0
2000,0,15,6.0
2001,1,15,1.0
2001,0,15,5.0
2002,1,15,4.0
2002,0,15,7.0
2003,1,15,2.0
2003,0,15,5.0
2004,1,15,0.0
2004,0,15,11.0
2005,1,15,0.0
2005,0,15,5.0
2006,1,15,2.0
2006,0,15,8.0
2007,1,15,0.0
2007,0,15,10.0
2008,1,15,6.0
2008,0,15,5.0
2009,1,15,1.0
2009,0,15,6.0
2010,1,15,2.0
2010,0,15,5.0
1991,1,15,4.0
1991,0,15,17.0
1992,1,15,1.0
1992,0,15,11.0
1993,1,15,5.0
1993,0,15,8.0
1994,1,15,8.0
1994,0,15,3.0
1995,1,15,6.0
1995,0,15,6.0
1996,1,15,4.0
1996,0,15,10.0
1997,1,15,6.0
1997,0,15,9.0
1998,1,15,6.0
1998,0,15,10.0
1999,1,15,4.0
1999,0,15,12.0
2000,1,15,4.0
2000,0,15,9.0
2001,1,15,3.0
2001,0,15,7.0
2002,1,15,3.0
2002,0,15,7.0
2003,1,15,6.0
2003,0,15,9.0
2004,1,15,2.0
2004,0,15,9.0
2005,1,15,4.0
2005,0,15,6.0
2006,1,15,5.0
2006,0,15,12.0
2007,1,15,4.0
2007,0,15,9.0
2008,1,15,6.0
2008,0,15,7.0
2009,1,15,3.0
2009,0,15,10.0
2010,1,15,1.0
2010,0,15,6.0
2011,1,15,2.0
2011,0,15,5.0
2012,1,15,5.0
2012,0,15,4.0
2013,1,15,2.0
2013,0,15,8.0
2014,1,15,142.0
2014,0,15,142.0
1981,1,15,14.0
1981,0,15,14.0
1982,1,15,30.0
1982,0,15,40.0
1985,1,15,21.0
1985,0,15,24.0
1986,1,15,27.0
1986,0,15,33.0
1987,1,15,28.0
1987,0,15,27.0
1988,1,15,25.0
1988,0,15,20.0
1989,1,15,28.0
1989,0,15,19.0
1990,1,15,25.0
1990,0,15,14.0
1991,1,15,26.0
1991,0,15,21.0
1992,1,15,22.0
1992,0,15,33.0
1993,1,15,14.0
1993,0,15,15.0
1994,1,15,12.0
1994,0,15,24.0
1995,1,15,14.0
1995,0,15,28.0
1996,1,15,13.0
1996,0,15,17.0
1997,1,15,11.0
1997,0,15,22.0
1998,1,15,15.0
1998,0,15,23.0
1999,1,15,17.0
1999,0,15,26.0
2000,1,15,21.0
2000,0,15,26.0
2001,1,15,18.0
2001,0,15,25.0
2002,1,15,13.0
2002,0,15,15.0
2003,1,15,21.0
2003,0,15,26.0
2004,1,15,22.0
2004,0,15,29.0
2005,1,15,17.0
2005,0,15,26.0
2016,1,15,30.0
2016,0,15,23.0
1979,1,15,873.0
1979,0,15,595.0
1980,1,15,943.0
1980,0,15,636.0
1981,1,15,908.0
1981,0,15,669.0
1982,1,15,796.0
1982,0,15,583.0
1983,1,15,799.0
1983,0,15,591.0
1984,1,15,658.0
1984,0,15,556.0
1985,1,15,593.0
1985,0,15,573.0
1986,1,15,485.0
1986,0,15,555.0
1987,1,15,531.0
1987,0,15,621.0
1990,1,15,511.0
1990,0,15,753.0
1991,1,15,460.0
1991,0,15,768.0
1992,1,15,475.0
1992,0,15,715.0
1994,1,15,255.0
1994,0,15,483.0
1995,1,15,362.0
1995,0,15,847.0
1996,1,15,341.0
1996,0,15,988.0
1997,1,15,268.0
1997,0,15,873.0
1998,1,15,304.0
1998,0,15,990.0
1999,1,15,283.0
1999,0,15,983.0
2000,1,15,248.0
2000,0,15,961.0
2002,1,15,199.0
2002,0,15,743.0
2003,1,15,177.0
2003,0,15,579.0
2004,1,15,162.0
2004,0,15,486.0
2005,1,15,117.0
2005,0,15,458.0
2006,1,15,91.0
2006,0,15,378.0
2007,1,15,89.0
2007,0,15,406.0
2008,1,15,97.0
2008,0,15,374.0
2009,1,15,100.0
2009,0,15,369.0
2010,1,15,120.0
2010,0,15,387.0
2011,1,15,95.0
2011,0,15,357.0
2012,1,15,84.0
2012,0,15,369.0
2013,1,15,88.0
2013,0,15,331.0
2014,1,15,49.0
2014,0,15,337.0
2015,1,15,55.0
2015,0,15,317.0
2016,1,15,60.0
2016,0,15,322.0
1979,1,15,6.0
1979,0,15,12.0
1980,1,15,3.0
1980,0,15,9.0
1981,1,15,7.0
1981,0,15,14.0
1982,1,15,11.0
1982,0,15,10.0
1983,1,15,17.0
1983,0,15,15.0
1984,1,15,9.0
1984,0,15,21.0
1985,1,15,3.0
1985,0,15,4.0
1986,1,15,12.0
1986,0,15,13.0
1987,1,15,8.0
1987,0,15,25.0
1988,1,15,10.0
1988,0,15,22.0
1989,1,15,20.0
1989,0,15,30.0
1990,1,15,17.0
1990,0,15,30.0
1991,1,15,11.0
1991,0,15,42.0
1992,1,15,9.0
1992,0,15,31.0
1993,1,15,9.0
1993,0,15,26.0
1994,1,15,10.0
1994,0,15,20.0
1995,1,15,10.0
1995,0,15,17.0
1996,1,15,15.0
1996,0,15,16.0
1997,1,15,13.0
1997,0,15,25.0
1998,1,15,10.0
1998,0,15,23.0
1999,1,15,8.0
1999,0,15,16.0
2000,1,15,9.0
2000,0,15,25.0
2001,1,15,16.0
2001,0,15,29.0
2002,1,15,7.0
2002,0,15,29.0
2003,1,15,13.0
2003,0,15,23.0
2004,1,15,3.0
2004,0,15,26.0
2005,1,15,10.0
2005,0,15,18.0
2006,1,15,7.0
2006,0,15,23.0
2007,1,15,4.0
2007,0,15,20.0
2008,1,15,11.0
2008,0,15,23.0
2009,1,15,5.0
2009,0,15,25.0
2010,1,15,9.0
2010,0,15,17.0
2011,1,15,5.0
2011,0,15,20.0
2009,1,15,3.0
2009,0,15,6.0
2013,1,15,1.0
2013,0,15,3.0
2009,1,15,74.0
2009,0,15,139.0
2010,1,15,95.0
2010,0,15,238.0
2011,1,15,83.0
2011,0,15,177.0
2012,1,15,94.0
2012,0,15,184.0
2013,1,15,133.0
2013,0,15,253.0
2014,1,15,114.0
2014,0,15,260.0
2015,1,15,131.0
2015,0,15,207.0
1981,1,15,24.0
1981,0,15,38.0
1982,1,15,20.0
1982,0,15,25.0
1983,1,15,142.0
1983,0,15,142.0
1985,1,15,28.0
1985,0,15,37.0
1986,1,15,28.0
1986,0,15,39.0
1987,1,15,24.0
1987,0,15,33.0
1988,1,15,21.0
1988,0,15,51.0
1989,1,15,25.0
1989,0,15,29.0
1990,1,15,27.0
1990,0,15,56.0
1991,1,15,31.0
1991,0,15,50.0
1992,1,15,33.0
1992,0,15,60.0
1993,1,15,25.0
1993,0,15,46.0
1994,1,15,24.0
1994,0,15,51.0
1995,1,15,23.0
1995,0,15,58.0
1996,1,15,17.0
1996,0,15,76.0
1997,1,15,37.0
1997,0,15,88.0
1998,1,15,37.0
1998,0,15,92.0
1999,1,15,37.0
1999,0,15,104.0
2000,1,15,32.0
2000,0,15,104.0
2001,1,15,33.0
2001,0,15,87.0
2002,1,15,43.0
2002,0,15,94.0
2003,1,15,38.0
2003,0,15,81.0
2004,1,15,43.0
2004,0,15,76.0
2005,1,15,40.0
2005,0,15,107.0
2006,1,15,62.0
2006,0,15,104.0
2007,1,15,37.0
2007,0,15,67.0
2008,1,15,64.0
2008,0,15,130.0
2009,1,15,20.0
2009,0,15,47.0
2010,1,15,22.0
2010,0,15,42.0
2011,1,15,20.0
2011,0,15,27.0
2012,1,15,18.0
2012,0,15,35.0
2013,1,15,16.0
2013,0,15,19.0
2014,1,15,23.0
2014,0,15,20.0
2015,1,15,21.0
2015,0,15,31.0
1980,1,15,0.0
1980,0,15,0.0
1981,1,15,0.0
1981,0,15,0.0
1984,1,15,0.0
1984,0,15,0.0
1985,1,15,0.0
1985,0,15,0.0
1986,1,15,0.0
1986,0,15,0.0
1987,1,15,0.0
1987,0,15,0.0
1988,1,15,0.0
1988,0,15,0.0
1989,1,15,0.0
1989,0,15,0.0
1990,1,15,0.0
1990,0,15,0.0
1991,1,15,0.0
1991,0,15,0.0
1992,1,15,0.0
1992,0,15,0.0
1993,1,15,0.0
1993,0,15,0.0
1994,1,15,1.0
1994,0,15,0.0
1995,1,15,0.0
1995,0,15,0.0
1996,1,15,0.0
1996,0,15,0.0
1997,1,15,0.0
1997,0,15,0.0
1998,1,15,0.0
1998,0,15,0.0
1999,1,15,0.0
1999,0,15,0.0
2000,1,15,0.0
2000,0,15,0.0
2001,1,15,0.0
2001,0,15,0.0
2002,1,15,0.0
2002,0,15,0.0
2003,1,15,0.0
2003,0,15,0.0
2004,1,15,0.0
2004,0,15,0.0
2005,1,15,0.0
2005,0,15,0.0
2006,1,15,0.0
2006,0,15,0.0
2007,1,15,0.0
2007,0,15,0.0
2008,1,15,0.0
2008,0,15,0.0
2009,1,15,0.0
2009,0,15,1.0
2013,1,15,0.0
2013,0,15,0.0
2014,1,15,0.0
2014,0,15,0.0
1981,1,15,122.0
1981,0,15,748.0
1982,1,15,126.0
1982,0,15,718.0
1983,1,15,142.0
1983,0,15,142.0
1985,1,15,117.0
1985,0,15,614.0
1986,1,15,116.0
1986,0,15,510.0
1987,1,15,128.0
1987,0,15,488.0
1988,1,15,182.0
1988,0,15,494.0
1989,1,15,180.0
1989,0,15,573.0
1990,1,15,165.0
1990,0,15,613.0
1991,1,15,137.0
1991,0,15,618.0
1992,1,15,189.0
1992,0,15,623.0
1993,1,15,152.0
1993,0,15,795.0
1994,1,15,175.0
1994,0,15,879.0
1995,1,15,187.0
1995,0,15,948.0
1996,1,15,165.0
1996,0,15,1023.0
1997,1,15,172.0
1997,0,15,986.0
1998,1,15,196.0
1998,0,15,1049.0
1999,1,15,158.0
1999,0,15,1054.0
2000,1,15,196.0
2000,0,15,1097.0
2001,1,15,147.0
2001,0,15,1073.0
