year,sex,age,suicides_no
2012,0,35,75.0
2013,1,35,18.0
2013,0,35,122.0
1979,1,35,5.0
1979,0,35,37.0
1980,1,35,8.0
1980,0,35,27.0
1981,1,35,6.0
1981,0,35,45.0
1982,1,35,17.0
1982,0,35,59.0
1983,1,35,20.0
1983,0,35,63.0
1984,1,35,13.0
1984,0,35,53.0
1985,1,35,15.0
1985,0,35,57.0
1986,1,35,12.0
1986,0,35,52.0
1987,1,35,16.0
1987,0,35,73.0
1988,1,35,28.0
1988,0,35,73.0
1989,1,35,23.0
1989,0,35,71.0
1990,1,35,17.0
1990,0,35,70.0
1991,1,35,18.0
1991,0,35,83.0
1992,1,35,20.0
1992,0,35,69.0
1993,1,35,32.0
1993,0,35,89.0
1994,1,35,21.0
1994,0,35,96.0
1995,1,35,24.0
1995,0,35,101.0
1996,1,35,21.0
1996,0,35,88.0
1997,1,35,24.0
1997,0,35,99.0
1998,1,35,24.0
1998,0,35,87.0
1999,1,35,27.0
1999,0,35,105.0
2000,1,35,23.0
2000,0,35,101.0
2001,1,35,32.0
2001,0,35,99.0
2002,1,35,27.0
2002,0,35,109.0
2003,1,35,23.0
2003,0,35,148.0
2004,1,35,27.0
2004,0,35,138.0
2005,1,35,35.0
2005,0,35,197.0
2006,1,35,46.0
2006,0,35,166.0
2007,1,35,42.0
2007,0,35,184.0
2008,1,35,53.0
2008,0,35,158.0
2009,1,35,48.0
2009,0,35,180.0
2010,1,35,39.0
2010,0,35,165.0
2011,1,35,45.0
2011,0,35,160.0
2012,1,35,48.0
2012,0,35,162.0
2013,1,35,32.0
2013,0,35,106.0
2014,1,35,22.0
2014,0,35,153.0
2015,1,35,46.0
2015,0,35,205.0
1980,1,35,2.0
1980,0,35,3.0
1987,1,35,4.0
1987,0,35,8.0
1991,1,35,418.0
1991,0,35,418.0
1992,1,35,418.0
1992,0,35,418.0
2000,1,35,5.0
2000,0,35,8.0
2001,1,35,6.0
2001,0,35,7.0
2002,1,35,1.0
2002,0,35,5.0
2003,1,35,2.0
2003,0,35,8.0
2004,1,35,1.0
2004,0,35,14.0
2005,1,35,1.0
2005,0,35,11.0
2006,1,35,1.0
2006,0,35,10.0
2007,1,35,1.0
2007,0,35,7.0
2008,1,35,4.0
2008,0,35,4.0
2009,1,35,1.0
2009,0,35,14.0
2010,1,35,2.0
2010,0,35,5.0
2011,1,35,3.0
2011,0,35,39.0
2012,1,35,10.0
2012,0,35,41.0
2013,1,35,4.0
2013,0,35,33.0
2014,1,35,2.0
2014,0,35,15.0
2015,1,35,3.0
2015,0,35,14.0
1981,1,35,7.0
1981,0,35,77.0
1982,1,35,20.0
1982,0,35,96.0
1983,1,35,23.0
1983,0,35,108.0
1984,1,35,22.0
1984,0,35,98.0
1990,1,35,24.0
1990,0,35,81.0
1991,1,35,17.0
1991,0,35,76.0
1992,1,35,16.0
1992,0,35,71.0
1993,1,35,19.0
1993,0,35,43.0
1995,1,35,23.0
1995,0,35,90.0
1996,1,35,20.0
1996,0,35,82.0
1997,1,35,28.0
1997,0,35,106.0
1998,1,35,22.0
1998,0,35,98.0
1999,1,35,27.0
1999,0,35,101.0
2000,1,35,23.0
2000,0,35,91.0
2001,1,35,30.0
2001,0,35,91.0
2002,1,35,24.0
2002,0,35,84.0
2003,1,35,23.0
2003,0,35,102.0
2004,1,35,20.0
2004,0,35,104.0
2005,1,35,12.0
2005,0,35,88.0
2006,1,35,23.0
2006,0,35,78.0
2007,1,35,14.0
2007,0,35,111.0
2008,1,35,29.0
2008,0,35,103.0
2009,1,35,16.0
2009,0,35,113.0
2010,1,35,20.0
2010,0,35,73.0
2011,1,35,22.0
2011,0,35,85.0
2012,1,35,19.0
2012,0,35,98.0
2013,1,35,19.0
2013,0,35,129.0
2014,1,35,27.0
2014,0,35,85.0
1981,1,35,42.0
1981,0,35,165.0
1982,1,35,46.0
1982,0,35,158.0
1983,1,35,418.0
1983,0,35,418.0
1985,1,35,35.0
1985,0,35,184.0
1986,1,35,33.0
1986,0,35,139.0
1987,1,35,24.0
1987,0,35,130.0
1988,1,35,29.0
1988,0,35,105.0
1989,1,35,40.0
1989,0,35,114.0
1990,1,35,37.0
1990,0,35,126.0
1991,1,35,31.0
1991,0,35,144.0
1992,1,35,40.0
1992,0,35,164.0
1993,1,35,45.0
1993,0,35,215.0
1994,1,35,35.0
1994,0,35,224.0
1995,1,35,41.0
1995,0,35,227.0
1996,1,35,40.0
1996,0,35,217.0
1997,1,35,29.0
1997,0,35,193.0
1998,1,35,32.0
1998,0,35,166.0
1999,1,35,35.0
1999,0,35,148.0
2000,1,35,22.0
2000,0,35,136.0
2001,1,35,24.0
2001,0,35,135.0
2002,1,35,28.0
2002,0,35,117.0
2003,1,35,21.0
2003,0,35,116.0
2004,1,35,12.0
2004,0,35,104.0
2005,1,35,12.0
2005,0,35,97.0
2006,1,35,12.0
2006,0,35,73.0
2007,1,35,11.0
2007,0,35,66.0
2008,1,35,16.0
2008,0,35,71.0
2009,1,35,14.0
2009,0,35,88.0
2010,1,35,9.0
2010,0,35,61.0
2011,1,35,15.0
2011,0,35,58.0
2012,1,35,7.0
2012,0,35,65.0
2013,1,35,13.0
2013,0,35,52.0
2014,1,35,16.0
2014,0,35,57.0
2015,1,35,11.0
2015,0,35,48.0
1979,1,35,0.0
1979,0,35,0.0
1980,1,35,0.0
1980,0,35,0.0
1981,1,35,0.0
1981,0,35,0.0
1982,1,35,0.0
1982,0,35,0.0
1983,1,35,0.0
1983,0,35,0.0
2001,1,35,0.0
2001,0,35,10.0
2002,1,35,3.0
2002,0,35,5.0
2003,1,35,1.0
2003,0,35,1.0
2004,1,35,1.0
2004,0,35,2.0
2005,1,35,1.0
2005,0,35,9.0
2006,1,35,1.0
2006,0,35,6.0
2007,1,35,0.0
2007,0,35,2.0
2008,1,35,5.0
2008,0,35,11.0
2009,1,35,0.0
2009,0,35,8.0
2011,1,35,2.0
2011,0,35,10.0
2012,1,35,1.0
2012,0,35,6.0
1979,1,35,418.0
1979,0,35,418.0
1980,1,35,418.0
1980,0,35,418.0
1981,1,35,418.0
1981,0,35,418.0
1982,1,35,418.0
1982,0,35,418.0
1983,1,35,418.0
1983,0,35,418.0
1984,1,35,418.0
1984,0,35,418.0
1985,1,35,418.0
1985,0,35,418.0
1986,1,35,418.0
1986,0,35,418.0
1987,1,35,122.0
1987,0,35,422.0
1988,1,35,124.0
1988,0,35,458.0
1989,1,35,127.0
1989,0,35,439.0
1990,1,35,124.0
1990,0,35,483.0
1991,1,35,134.0
1991,0,35,489.0
1992,1,35,132.0
1992,0,35,517.0
1993,1,35,138.0
1993,0,35,514.0
1994,1,35,156.0
1994,0,35,484.0
1995,1,35,138.0
1995,0,35,489.0
1996,1,35,123.0
1996,0,35,439.0
1997,1,35,133.0
1997,0,35,473.0
1998,1,35,105.0
1998,0,35,413.0
1999,1,35,118.0
1999,0,35,408.0
2000,1,35,122.0
2000,0,35,402.0
2001,1,35,130.0
2001,0,35,429.0
2002,1,35,125.0
2002,0,35,339.0
2003,1,35,112.0
2003,0,35,376.0
2004,1,35,116.0
2004,0,35,310.0
2005,1,35,109.0
2005,0,35,299.0
2006,1,35,104.0
2006,0,35,310.0
2007,1,35,89.0
2007,0,35,297.0
2008,1,35,91.0
2008,0,35,331.0
2009,1,35,100.0
2009,0,35,293.0
2010,1,35,77.0
2010,0,35,241.0
2011,1,35,67.0
2011,0,35,259.0
2012,1,35,65.0
2012,0,35,235.0
2013,1,35,72.0
2013,0,35,194.0
2014,1,35,60.0
2014,0,35,207.0
2015,1,35,55.0
2015,0,35,190.0
1979,1,35,786.0
1979,0,35,2199.0
1980,1,35,863.0
1980,0,35,2289.0
1981,1,35,836.0
1981,0,35,2344.0
1982,1,35,908.0
1982,0,35,2536.0
1983,1,35,927.0
1983,0,35,2616.0
1984,1,35,1023.0
1984,0,35,2679.0
1985,1,35,1065.0
1985,0,35,2752.0
1986,1,35,1137.0
1986,0,35,2847.0
1987,1,35,1124.0
1987,0,35,2855.0
1988,1,35,1087.0
1988,0,35,2752.0
1989,1,35,1043.0
1989,0,35,2731.0
1990,1,35,981.0
1990,0,35,2816.0
1991,1,35,1058.0
1991,0,35,2870.0
1992,1,35,1058.0
1992,0,35,3029.0
1993,1,35,1153.0
1993,0,35,3210.0
1994,1,35,1102.0
1994,0,35,3310.0
1995,1,35,1110.0
1995,0,35,3198.0
1996,1,35,1135.0
1996,0,35,3198.0
1997,1,35,1137.0
1997,0,35,3224.0
1998,1,35,1040.0
1998,0,35,3073.0
1999,1,35,1090.0
1999,0,35,2893.0
2000,1,35,1127.0
2000,0,35,3235.0
2001,1,35,1122.0
2001,0,35,3166.0
2002,1,35,1198.0
2002,0,35,3161.0
2003,1,35,1163.0
2003,0,35,3379.0
2004,1,35,1259.0
2004,0,35,3374.0
2005,1,35,1159.0
2005,0,35,3193.0
2006,1,35,1130.0
2006,0,35,3139.0
2007,1,35,1091.0
2007,0,35,3072.0
2008,1,35,1105.0
2008,0,35,3036.0
2009,1,35,1039.0
2009,0,35,3124.0
2010,1,35,1074.0
2010,0,35,3118.0
2011,1,35,1011.0
2011,0,35,3151.0
2012,1,35,891.0
2012,0,35,2903.0
2013,1,35,846.0
2013,0,35,2852.0
2014,1,35,778.0
2014,0,35,2536.0
1979,1,35,2.0
1979,0,35,1.0
1982,1,35,418.0
1982,0,35,418.0
1984,1,35,418.0
1984,0,35,418.0
2001,1,35,0.0
2001,0,35,2.0
2002,1,35,2.0
2002,0,35,2.0
2003,1,35,1.0
2003,0,35,6.0
2004,1,35,1.0
2004,0,35,7.0
2005,1,35,4.0
2005,0,35,9.0
2006,1,35,1.0
2006,0,35,4.0
2007,1,35,2.0
2007,0,35,6.0
2008,1,35,3.0
2008,0,35,5.0
2009,1,35,1.0
2009,0,35,4.0
2010,1,35,1.0
2010,0,35,5.0
2011,1,35,1.0
2011,0,35,4.0
2012,1,35,0.0
2012,0,35,1.0
2013,1,35,0.0
2013,0,35,4.0
2014,1,35,1.0
2014,0,35,4.0
1981,1,35,20.0
1981,0,35,81.0
1982,1,35,19.0
1982,0,35,68.0
1983,1,35,418.0
1983,0,35,418.0
1985,1,35,16.0
1985,0,35,63.0
1986,1,35,30.0
1986,0,35,60.0
1987,1,35,20.0
1987,0,35,59.0
1988,1,35,15.0
1988,0,35,57.0
1989,1,35,14.0
1989,0,35,63.0
1990,1,35,22.0
1990,0,35,44.0
1991,1,35,15.0
1991,0,35,38.0
1992,1,35,13.0
1992,0,35,46.0
1993,1,35,418.0
1993,0,35,418.0
1994,1,35,9.0
1994,0,35,21.0
1995,1,35,9.0
1995,0,35,34.0
1996,1,35,4.0
1996,0,35,45.0
1997,1,35,13.0
1997,0,35,38.0
1998,1,35,10.0
1998,0,35,37.0
1999,1,35,10.0
1999,0,35,38.0
2000,1,35,8.0
2000,0,35,33.0
2001,1,35,6.0
2001,0,35,23.0
2002,1,35,418.0
2002,0,35,418.0
2003,1,35,418.0
2003,0,35,418.0
2004,1,35,7.0
2004,0,35,56.0
2005,1,35,2.0
2005,0,35,29.0
2006,1,35,1.0
2006,0,35,18.0
2007,1,35,7.0
2007,0,35,29.0
2008,1,35,418.0
2008,0,35,418.0
2009,1,35,7.0
2009,0,35,48.0
2010,1,35,5.0
2010,0,35,29.0
2011,1,35,6.0
2011,0,35,25.0
2012,1,35,3.0
2012,0,35,26.0
2013,1,35,7.0
2013,0,35,41.0
2014,1,35,5.0
2014,0,35,53.0
2015,1,35,8.0
2015,0,35,46.0
1990,1,35,1128.0
1990,0,35,3302.0
1991,1,35,1200.0
1991,0,35,3427.0
1992,1,35,1093.0
1992,0,35,3250.0
1993,1,35,1009.0
1993,0,35,3033.0
1994,1,35,971.0
1994,0,35,3154.0
1995,1,35,983.0
1995,0,35,3251.0
1996,1,35,937.0
1996,0,35,3023.0
1997,1,35,931.0
1997,0,35,3177.0
1998,1,35,855.0
1998,0,35,3039.0
1999,1,35,877.0
1999,0,35,2863.0
2000,1,35,834.0
2000,0,35,2937.0
2001,1,35,868.0
2001,0,35,3060.0
2002,1,35,905.0
2002,0,35,3088.0
2003,1,35,887.0
2003,0,35,3157.0
2004,1,35,827.0
2004,0,35,3001.0
2005,1,35,840.0
2005,0,35,2875.0
2006,1,35,832.0
2006,0,35,2653.0
2007,1,35,742.0
2007,0,35,2539.0
2008,1,35,761.0
2008,0,35,2598.0
2009,1,35,788.0
2009,0,35,2628.0
2010,1,35,805.0
2010,0,35,2605.0
2011,1,35,757.0
2011,0,35,2582.0
2012,1,35,810.0
2012,0,35,2408.0
2013,1,35,808.0
2013,0,35,2423.0
2014,1,35,801.0
2014,0,35,2444.0
2015,1,35,800.0
2015,0,35,2267.0
1979,1,35,33.0
1979,0,35,60.0
1980,1,35,31.0
1980,0,35,66.0
1981,1,35,27.0
1981,0,35,67.0
1982,1,35,27.0
1982,0,35,71.0
1983,1,35,31.0
1983,0,35,65.0
1984,1,35,33.0
1984,0,35,77.0
1985,1,35,35.0
1985,0,35,82.0
1986,1,35,28.0
1986,0,35,63.0
1987,1,35,35.0
1987,0,35,81.0
1988,1,35,29.0
1988,0,35,72.0
1989,1,35,28.0
1989,0,35,80.0
1990,1,35,25.0
1990,0,35,68.0
1991,1,35,28.0
1991,0,35,81.0
1992,1,35,18.0
1992,0,35,83.0
1993,1,35,29.0
1993,0,35,97.0
1994,1,35,18.0
1994,0,35,76.0
1995,1,35,15.0
1995,0,35,91.0
1996,1,35,14.0
1996,0,35,87.0
1997,1,35,15.0
1997,0,35,95.0
1998,1,35,26.0
1998,0,35,87.0
1999,1,35,24.0
1999,0,35,91.0
2000,1,35,25.0
2000,0,35,97.0
2001,1,35,19.0
2001,0,35,99.0
2002,1,35,17.0
2002,0,35,76.0
2003,1,35,24.0
2003,0,35,118.0
2004,1,35,24.0
2004,0,35,92.0
2005,1,35,28.0
2005,0,35,111.0
2006,1,35,25.0
2006,0,35,115.0
2007,1,35,20.0
2007,0,35,101.0
2008,1,35,35.0
2008,0,35,115.0
2009,1,35,20.0
2009,0,35,130.0
2010,1,35,14.0
2010,0,35,128.0
2011,1,35,29.0
2011,0,35,157.0
2012,1,35,28.0
2012,0,35,167.0
2013,1,35,37.0
2013,0,35,152.0
2014,1,35,42.0
2014,0,35,165.0
2015,1,35,36.0
2015,0,35,147.0
1985,1,35,0.0
1985,0,35,0.0
1988,1,35,0.0
1988,0,35,0.0
1989,1,35,0.0
1989,0,35,1.0
1990,1,35,0.0
1990,0,35,1.0
1991,1,35,0.0
1991,0,35,0.0
1992,1,35,0.0
1992,0,35,0.0
1993,1,35,0.0
1993,0,35,2.0
1994,1,35,0.0
1994,0,35,3.0
1995,1,35,0.0
1995,0,35,0.0
1996,1,35,0.0
1996,0,35,1.0
2001,1,35,0.0
2001,0,35,0.0
2002,1,35,0.0
2002,0,35,0.0
2003,1,35,0.0
2003,0,35,2.0
2004,1,35,0.0
2004,0,35,0.0
2005,1,35,0.0
2005,0,35,1.0
2006,1,35,0.0
2006,0,35,1.0
2007,1,35,0.0
2007,0,35,0.0
2008,1,35,0.0
2008,0,35,0.0
2009,1,35,0.0
2009,0,35,0.0
2010,1,35,0.0
2010,0,35,0.0
2011,1,35,0.0
2011,0,35,0.0
2012,1,35,0.0
2012,0,35,1.0
2013,1,35,0.0
2013,0,35,0.0
2014,1,35,0.0
2014,0,35,0.0
2015,1,35,0.0
2015,0,35,0.0
2016,1,35,0.0
2016,0,35,0.0
1981,1,35,0.0
1981,0,35,8.0
1982,1,35,418.0
1982,0,35,418.0
2000,1,35,2.0
2000,0,35,15.0
2001,1,35,2.0
2001,0,35,8.0
2002,1,35,4.0
2002,0,35,11.0
2003,1,35,2.0
2003,0,35,11.0
2004,1,35,3.0
2004,0,35,12.0
2005,1,35,3.0
2005,0,35,18.0
2006,1,35,6.0
2006,0,35,18.0
2007,1,35,4.0
2007,0,35,13.0
2008,1,35,4.0
2008,0,35,20.0
2009,1,35,8.0
2009,0,35,8.0
2010,1,35,3.0
2010,0,35,17.0
2011,1,35,5.0
2011,0,35,8.0
2012,1,35,5.0
2012,0,35,10.0
2013,1,35,3.0
2013,0,35,12.0
2014,1,35,4.0
2014,0,35,5.0
1979,1,35,2.0
1979,0,35,32.0
1980,1,35,5.0
1980,0,35,23.0
1981,1,35,0.0
1981,0,35,11.0
1984,1,35,0.0
1984,0,35,12.0
1986,1,35,9.0
1986,0,35,32.0
1987,1,35,13.0
1987,0,35,49.0
1988,1,35,6.0
1988,0,35,43.0
1989,1,35,8.0
1989,0,35,31.0
1990,1,35,8.0
1990,0,35,37.0
1991,1,35,7.0
1991,0,35,45.0
1992,1,35,14.0
1992,0,35,52.0
1993,1,35,7.0
1993,0,35,41.0
1994,1,35,1.0
1994,0,35,32.0
1995,1,35,13.0
1995,0,35,47.0
1996,1,35,6.0
1996,0,35,35.0
1997,1,35,11.0
1997,0,35,40.0
1998,1,35,10.0
1998,0,35,36.0
1999,1,35,10.0
1999,0,35,55.0
2000,1,35,7.0
2000,0,35,19.0
2001,1,35,6.0
2001,0,35,39.0
2002,1,35,9.0
2002,0,35,50.0
2003,1,35,11.0
2003,0,35,51.0
2004,1,35,15.0
2004,0,35,37.0
2005,1,35,4.0
2005,0,35,43.0
2006,1,35,14.0
2006,0,35,55.0
2007,1,35,12.0
2007,0,35,74.0
2008,1,35,25.0
2008,0,35,91.0
2009,1,35,25.0
2009,0,35,109.0
2010,1,35,8.0
2010,0,35,69.0
2011,1,35,8.0
2011,0,35,55.0
2012,1,35,12.0
2012,0,35,77.0
2013,1,35,12.0
2013,0,35,83.0
2014,1,35,18.0
2014,0,35,101.0
2015,1,35,20.0
2015,0,35,87.0
1979,1,35,0.0
1979,0,35,0.0
1984,1,35,1.0
1984,0,35,1.0
1988,1,35,1.0
1988,0,35,12.0
1989,1,35,2.0
1989,0,35,17.0
1990,1,35,4.0
1990,0,35,13.0
1991,1,35,4.0
1991,0,35,22.0
1992,1,35,3.0
1992,0,35,20.0
1993,1,35,3.0
1993,0,35,16.0
1994,1,35,6.0
1994,0,35,14.0
1995,1,35,7.0
1995,0,35,32.0
1996,1,35,1.0
1996,0,35,13.0
1997,1,35,0.0
1997,0,35,10.0
1998,1,35,1.0
1998,0,35,13.0
1999,1,35,7.0
1999,0,35,38.0
2001,1,35,13.0
2001,0,35,63.0
2002,1,35,6.0
2002,0,35,59.0
2003,1,35,12.0
2003,0,35,63.0
2004,1,35,14.0
2004,0,35,48.0
2005,1,35,12.0
2005,0,35,43.0
2006,1,35,12.0
2006,0,35,50.0
2007,1,35,9.0
2007,0,35,73.0
2008,1,35,13.0
2008,0,35,53.0
2009,1,35,15.0
2009,0,35,51.0
2010,1,35,8.0
2010,0,35,80.0
2011,1,35,14.0
2011,0,35,64.0
2012,1,35,18.0
2012,0,35,71.0
2013,1,35,13.0
2013,0,35,65.0
1980,1,35,0.0
1980,0,35,0.0
1997,1,35,0.0
1997,0,35,0.0
1999,1,35,1.0
1999,0,35,0.0
2001,1,35,1.0
2001,0,35,4.0
2002,1,35,0.0
2002,0,35,1.0
2003,1,35,0.0
2003,0,35,0.0
2004,1,35,0.0
2004,0,35,0.0
1987,1,35,4.0
1987,0,35,30.0
1988,1,35,3.0
1988,0,35,25.0
1989,1,35,4.0
1989,0,35,16.0
1990,1,35,9.0
1990,0,35,36.0
2008,1,35,2.0
2008,0,35,5.0
2009,1,35,1.0
2009,0,35,23.0
2010,1,35,5.0
2010,0,35,24.0
2011,1,35,7.0
2011,0,35,17.0
2012,1,35,5.0
2012,0,35,12.0
2013,1,35,3.0
2013,0,35,10.0
1979,1,35,65.0
1979,0,35,123.0
1980,1,35,60.0
1980,0,35,120.0
1981,1,35,49.0
1981,0,35,79.0
1982,1,35,37.0
1982,0,35,89.0
1983,1,35,32.0
1983,0,35,87.0
1984,1,35,45.0
1984,0,35,94.0
1985,1,35,70.0
1985,0,35,127.0
1986,1,35,61.0
1986,0,35,107.0
1987,1,35,74.0
1987,0,35,97.0
1988,1,35,58.0
1988,0,35,77.0
1989,1,35,60.0
1989,0,35,97.0
1990,1,35,69.0
1990,0,35,108.0
1991,1,35,63.0
1991,0,35,144.0
1992,1,35,62.0
1992,0,35,116.0
1993,1,35,65.0
1993,0,35,108.0
1994,1,35,77.0
1994,0,35,117.0
1995,1,35,78.0
1995,0,35,132.0
1996,1,35,80.0
1996,0,35,182.0
1997,1,35,62.0
1997,0,35,109.0
1998,1,35,89.0
1998,0,35,171.0
1999,1,35,106.0
1999,0,35,223.0
2000,1,35,117.0
2000,0,35,214.0
2001,1,35,155.0
2001,0,35,241.0
2002,1,35,125.0
2002,0,35,290.0
2003,1,35,138.0
2003,0,35,311.0
2004,1,35,146.0
2004,0,35,326.0
2005,1,35,153.0
2005,0,35,294.0
2006,1,35,155.0
2006,0,35,237.0
2007,1,35,128.0
2007,0,35,204.0
2008,1,35,118.0
2008,0,35,194.0
2009,1,35,159.0
2009,0,35,212.0
2010,1,35,142.0
2010,0,35,212.0
2011,1,35,106.0
2011,0,35,169.0
2012,1,35,116.0
2012,0,35,168.0
2013,1,35,131.0
2013,0,35,194.0
2014,1,35,129.0
2014,0,35,206.0
2015,1,35,128.0
2015,0,35,207.0
1979,1,35,470.0
1979,0,35,1246.0
1980,1,35,445.0
1980,0,35,1282.0
1981,1,35,490.0
1981,0,35,1204.0
1982,1,35,426.0
1982,0,35,1222.0
1983,1,35,465.0
1983,0,35,1372.0
1984,1,35,424.0
1984,0,35,1420.0
1985,1,35,372.0
1985,0,35,1421.0
1986,1,35,446.0
1986,0,35,1392.0
1987,1,35,422.0
1987,0,35,1351.0
1988,1,35,443.0
1988,0,35,1218.0
1989,1,35,405.0
1989,0,35,1296.0
1990,1,35,361.0
1990,0,35,1231.0
1991,1,35,341.0
1991,0,35,1271.0
1992,1,35,346.0
1992,0,35,1281.0
1993,1,35,320.0
1993,0,35,1189.0
1994,1,35,310.0
1994,0,35,1194.0
1995,1,35,284.0
1995,0,35,1114.0
1996,1,35,281.0
1996,0,35,1146.0
1997,1,35,249.0
1997,0,35,1039.0
1998,1,35,268.0
1998,0,35,1185.0
1999,1,35,246.0
1999,0,35,1138.0
2000,1,35,256.0
2000,0,35,1090.0
2001,1,35,241.0
2001,0,35,1038.0
2002,1,35,248.0
2002,0,35,997.0
2003,1,35,211.0
2003,0,35,939.0
2004,1,35,243.0
2004,0,35,933.0
2005,1,35,214.0
2005,0,35,912.0
2006,1,35,227.0
2006,0,35,825.0
2007,1,35,196.0
2007,0,35,791.0
2008,1,35,193.0
2008,0,35,794.0
2009,1,35,191.0
2009,0,35,773.0
2010,1,35,170.0
2010,0,35,760.0
2011,1,35,182.0
2011,0,35,751.0
2012,1,35,160.0
2012,0,35,683.0
2013,1,35,155.0
2013,0,35,613.0
2014,1,35,152.0
2014,0,35,495.0
2015,1,35,132.0
2015,0,35,472.0
2016,1,35,121.0
2016,0,35,450.0
1979,1,35,418.0
1979,0,35,418.0
1980,1,35,418.0
1980,0,35,418.0
1981,1,35,1.0
1981,0,35,3.0
1982,1,35,3.0
1982,0,35,3.0
1983,1,35,4.0
1983,0,35,9.0
1984,1,35,5.0
1984,0,35,11.0
1985,1,35,3.0
1985,0,35,7.0
1986,1,35,3.0
1986,0,35,8.0
1987,1,35,2.0
1987,0,35,6.0
1988,1,35,2.0
1988,0,35,11.0
1989,1,35,0.0
1989,0,35,6.0
1990,1,35,3.0
1990,0,35,8.0
1991,1,35,3.0
1991,0,35,6.0
1992,1,35,2.0
1992,0,35,6.0
1993,1,35,4.0
1993,0,35,7.0
1994,1,35,0.0
1994,0,35,8.0
1995,1,35,1.0
1995,0,35,5.0
1996,1,35,2.0
1996,0,35,8.0
1997,1,35,3.0
1997,0,35,10.0
1998,1,35,3.0
1998,0,35,9.0
1999,1,35,1.0
1999,0,35,14.0
2000,1,35,4.0
2000,0,35,10.0
2001,1,35,5.0
2001,0,35,9.0
2002,1,35,4.0
2002,0,35,4.0
2003,1,35,1.0
2003,0,35,8.0
2004,1,35,2.0
2004,0,35,9.0
2005,1,35,6.0
2005,0,35,10.0
2006,1,35,6.0
2006,0,35,10.0
2007,1,35,1.0
2007,0,35,12.0
2008,1,35,4.0
2008,0,35,10.0
2009,1,35,6.0
2009,0,35,10.0
2010,1,35,5.0
2010,0,35,11.0
2011,1,35,1.0
2011,0,35,8.0
2012,1,35,3.0
2012,0,35,8.0
2013,1,35,5.0
2013,0,35,12.0
2014,1,35,4.0
2014,0,35,7.0
2015,1,35,2.0
2015,0,35,11.0
2016,1,35,0.0
2016,0,35,11.0
2013,1,35,170.0
2013,0,35,454.0
2014,1,35,151.0
2014,0,35,456.0
2015,1,35,142.0
2015,0,35,456.0
2008,1,35,1.0
2008,0,35,0.0
1979,1,35,14.0
1979,0,35,32.0
1980,1,35,24.0
1980,0,35,59.0
1981,1,35,29.0
1981,0,35,56.0
1982,1,35,24.0
1982,0,35,53.0
1983,1,35,26.0
1983,0,35,50.0
1984,1,35,28.0
1984,0,35,47.0
1985,1,35,24.0
1985,0,35,51.0
1986,1,35,25.0
1986,0,35,56.0
1987,1,35,21.0
1987,0,35,54.0
1988,1,35,32.0
1988,0,35,36.0
1989,1,35,21.0
1989,0,35,77.0
1990,1,35,29.0
1990,0,35,85.0
1991,1,35,23.0
1991,0,35,91.0
1992,1,35,16.0
1992,0,35,82.0
1993,1,35,28.0
1993,0,35,85.0
1994,1,35,38.0
1994,0,35,99.0
1995,1,35,34.0
1995,0,35,111.0
1996,1,35,24.0
1996,0,35,111.0
1997,1,35,33.0
1997,0,35,126.0
1998,1,35,34.0
1998,0,35,140.0
1999,1,35,26.0
1999,0,35,104.0
2000,1,35,37.0
2000,0,35,138.0
2001,1,35,34.0
2001,0,35,139.0
2002,1,35,29.0
2002,0,35,109.0
2003,1,35,37.0
2003,0,35,135.0
2004,1,35,31.0
2004,0,35,152.0
2005,1,35,27.0
2005,0,35,134.0
2006,1,35,30.0
2006,0,35,125.0
2007,1,35,45.0
2007,0,35,119.0
2008,1,35,46.0
2008,0,35,142.0
2009,1,35,33.0
2009,0,35,158.0
2010,1,35,38.0
2010,0,35,166.0
2011,1,35,38.0
2011,0,35,191.0
2012,1,35,42.0
2012,0,35,192.0
2013,1,35,42.0
2013,0,35,169.0
2014,1,35,39.0
2014,0,35,165.0
1979,1,35,18.0
1979,0,35,56.0
1980,1,35,17.0
1980,0,35,34.0
1981,1,35,16.0
1981,0,35,31.0
1982,1,35,16.0
1982,0,35,38.0
1983,1,35,14.0
1983,0,35,38.0
1984,1,35,19.0
1984,0,35,34.0
1985,1,35,19.0
1985,0,35,41.0
1986,1,35,22.0
1986,0,35,47.0
1987,1,35,16.0
1987,0,35,45.0
1988,1,35,29.0
1988,0,35,62.0
1989,1,35,15.0
1989,0,35,62.0
1990,1,35,22.0
1990,0,35,61.0
1991,1,35,27.0
1991,0,35,74.0
1992,1,35,24.0
1992,0,35,74.0
1993,1,35,29.0
1993,0,35,69.0
1994,1,35,25.0
1994,0,35,97.0
1995,1,35,22.0
1995,0,35,72.0
1996,1,35,21.0
1996,0,35,57.0
1997,1,35,16.0
1997,0,35,83.0
1998,1,35,19.0
1998,0,35,55.0
1999,1,35,15.0
1999,0,35,105.0
2000,1,35,24.0
2000,0,35,100.0
2001,1,35,24.0
2001,0,35,94.0
2002,1,35,31.0
2002,0,35,99.0
2003,1,35,25.0
2003,0,35,125.0
2004,1,35,30.0
2004,0,35,90.0
2005,1,35,42.0
2005,0,35,93.0
2006,1,35,31.0
2006,0,35,84.0
2007,1,35,23.0
2007,0,35,85.0
2008,1,35,14.0
2008,0,35,80.0
2009,1,35,32.0
2009,0,35,91.0
2010,1,35,33.0
2010,0,35,119.0
2011,1,35,22.0
2011,0,35,111.0
